Book title,average_rating
The Death and Life of Charlie St. Cloud,4.01
"Winter's Heart (Wheel of Time, #9)",3.92
"Awakened (House of Night, #8)",4.02
"The Silent Girl (Rizzoli & Isles, #9)",4.13
Identity Crisis,4.03
Perahu Kertas,3.94
"Dust (Silo, #3)",4.26
"Tangled (Tangled, #1)",4.12
Birds of America,4.12
I Will Teach You To Be Rich,4.04
Remarkable Creatures ,3.81
Anti-Stepbrother,4.14
"Among the Barons (Shadow Children, #4)",4.08
The Autobiography of Benjamin Franklin,3.83
"Rapture in Death (In Death, #4)",4.26
Where Good Ideas Come From: The Natural History of Innovation,4.03
One Day in the Life of Ivan Denisovich,3.94
"Grave Sight (Harper Connelly, #1)",3.85
"The Brutal Telling (Chief Inspector Armand Gamache, #5)",4.23
"The Wayfarer Redemption (Wayfarer Redemption, #1)",3.93
Gang Leader for a Day: A Rogue Sociologist Takes to the Streets,4.01
"Mountain of Black Glass (Otherland, #3)",4.04
"Wanted (Pretty Little Liars, #8)",4.15
A Cry In The Night,3.84
The Odessa File,4.1
"Mortal Engines (The Hungry City Chronicles, #1)",3.98
The Picture of Dorian Gray,4.06
Too Loud a Solitude,4.17
"Words of Radiance (The Stormlight Archive, #2)",4.77
"South of the Border, West of the Sun",3.87
Foundation and Earth (Foundation #5),4.02
Commonwealth,3.84
"The Broken Eye (Lightbringer, #3)",4.46
"Inside Out (Insider, #1)",3.82
"The Book of Life (All Souls Trilogy, #3)",4.15
"Memorial Day (Mitch Rapp, #7)",4.3
"Where You Are (Between the Lines, #2)",3.94
"The Lion's Game (John Corey, #2)",4.17
What Is the What,4.16
"Big Nate on a Roll (Big Nate Novels, #3)",4.32
Anya's Ghost,3.88
"Swann's Way (In Search of Lost Time, #1)",4.14
"The Heart of Betrayal (The Remnant Chronicles, #2)",4.32
Home (Myron Bolitar #11),4.2
The Trespasser (Dublin Murder Squad #6),3.98
"Dragonsdawn (Pern, #9)",4.17
Silent Spring,3.94
Madeline and the Bad Hat,4.27
"The Coincidence of Callie & Kayden (The Coincidence, #1)",4.21
"If You're Reading This, It's Too Late (Secret, #2)",4.23
Carolina Moon,4.02
"The Magician King (The Magicians, #2)",3.9
The Day of the Jackal,4.25
The Bad Seed,4.05
"Eagle Strike (Alex Rider, #4)",4.11
Change Your Thoughts - Change Your Life: Living the Wisdom of the Tao,4.24
The Merry Adventures of Robin Hood,4.05
"Safe with Me (With Me in Seattle, #5)",4.37
The Last Juror,3.85
Escape,3.96
"Lucky (Lucky Santangelo, #2)",4.08
Jane Eyre,4.1
"Rule of Two (Star Wars: Darth Bane, #2)",4.15
The Crow Road,4.07
Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,4.05
"Worth Dying For (Jack Reacher, #15)",4.2
"For a Few Demons More (The Hollows, #5)",4.33
"Ashes (Ashes Trilogy, #1)",3.94
Do Androids Dream of Electric Sheep?,4.08
Run Baby Run,4.21
"Release Me (Stark Trilogy, #1)",4.14
"Awaken the Giant Within: How to Take Immediate Control of Your Mental, Emotional, Physical and Financial Destiny!",4.1
Second Chance Summer,4.16
Blueberries for Sal,4.18
Epileptic,3.9
The Seven-Percent Solution,4.14
The Tiger Who Came to Tea,4.23
Mythologies,4.11
Women,3.89
The Return of the Prodigal Son: A Story of Homecoming,4.38
"Ramona Forever (Ramona, #7)",4.05
Purple Hibiscus,4.11
The Element: How Finding Your Passion Changes Everything,3.89
"30 Days of Night, Vol. 1",3.81
Bad Science,4.07
"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",4.13
"White Hot Kiss (The Dark Elements, #1)",4.28
The Invention of Hugo Cabret,4.23
Finding Nemo,4.47
"Uglies (Uglies, #1)",3.86
She Said Yes: The Unlikely Martyrdom of Cassie Bernall,3.9
Dubliners,3.85
Galápagos,3.87
The Calvin and Hobbes Lazy Sunday Book,4.66
Art in Theory 1900 - 2000: An Anthology of Changing Ideas,3.94
Dom Casmurro,4.24
Ain't She Sweet,4.05
"Hush, Hush (Hush, Hush, #1)",4.0
"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",4.21
"Burned (Burned, #1)",4.24
Saving Grace,4.25
I Never Promised You a Rose Garden,3.85
"Apollyon (Covenant, #4)",4.4
"Variant (Variant, #1)",3.92
Everything Leads to You,3.89
The Silver Linings Playbook,4.0
The Innocent,3.95
The Fourteenth Goldfish,3.87
"Think of a Number (Dave Gurney, #1)",3.83
"Broken Harbour (Dublin Murder Squad, #4)",3.92
The Lion and the Mouse,4.23
"The Outcasts (Brotherband Chronicles, #1)",4.37
"Castle Roogna (Xanth, #3)",3.87
"Dawn of Wonder (The Wakening, #1)",4.36
"Snow Like Ashes (Snow Like Ashes, #1)",3.98
The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,4.29
The Teachings of Don Juan: A Yaqui Way of Knowledge ,3.94
Chaos: Making a New Science,3.98
The Villa,3.94
The Guns of Avalon (The Chronicles of Amber #2),4.16
A Streetcar Named Desire,3.97
"Janet Evanovich Three and Four Two-Book Set (Stephanie Plum, #3-4)",4.34
"Heaven (Casteel, #1)",4.01
"Moonrise (Warriors: The New Prophecy, #2)",4.31
"Avatar: The Last Airbender (The Promise, #2)",4.43
The Trumpet of the Swan,4.06
"Dance Dance Dance (The Rat, #4)",4.03
Simple Abundance:  A Daybook of Comfort and Joy,3.96
"Carter Reed (Carter Reed, #1)",4.03
The Husband's Secret Free Preview,3.99
"The Walking Dead, Vol. 02: Miles Behind Us",4.25
Speak,4.0
"Kiss the Girls (Alex Cross, #2)",3.93
"Field of Dishonor (Honor Harrington, #4)",4.19
"The Drawing of the Three (The Dark Tower, #2)",4.23
Still Life with Woodpecker,4.04
"Pale Demon (The Hollows, #9)",4.45
Cabal,3.92
Bedtime for Frances,4.14
The Color Purple,4.17
A Handful of Dust,3.92
The Blank Slate: The Modern Denial of Human Nature,4.07
"Fool Moon (The Dresden Files, #2)",4.04
Lethal,4.04
"Criminal (Will Trent, #6)",4.21
The Gargoyle,3.96
Personal History,4.13
My Utmost for His Highest,4.39
The Good Father,3.94
Of Love and Shadows,3.96
RoomHate,4.07
The Tale of Peter Rabbit,4.17
The Bone People,4.06
"Burning Chrome (Sprawl, #0)",4.05
Marcelo in the Real World,3.95
"Tunnels of Blood (Cirque Du Freak, #3)",4.14
Neighbor Dearest,4.23
"VALIS (VALIS Trilogy, #1)",3.94
Influx,3.91
Madeline,4.22
"Deadman Wonderland, Volume 1 (Deadman Wonderland, #1)",4.2
"No Place to Run (KGI, #2)",4.29
The Black Arrow,3.81
Stuart Little,3.88
Eleanor & Park,4.11
Seven Years to Sin,3.89
Mud Vein,4.11
The Master and Margarita,4.32
"Saga, Vol. 1 (Saga, #1)",4.25
A Supposedly Fun Thing I'll Never Do Again:  Essays and Arguments,4.28
A House for Mr Biswas,3.82
Sons of Fortune,3.83
"Undeniable (Undeniable, #1)",4.08
Schooled,3.82
"Nemesis (Harry Hole, #4)",3.98
"4th of July (Women's Murder Club, #4)",4.04
Pebble in the Sky (Galactic Empire #3),3.85
"The New Bedside, Bathtub and Armchair Companion to Agatha Christie",4.23
How Will You Measure Your Life?,4.06
"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",4.1
Letter to a Christian Nation,4.04
The Count of Monte Cristo,4.21
Fool Me Once,3.9
We Were Soldiers Once... and Young: Ia Drang - The Battle that Changed the War in Vietnam,4.29
"Tales from a Not-So-Graceful Ice Princess (Dork Diaries, #4)",4.38
"If You Stay (Beautifully Broken, #1)",3.94
"Locke & Key, Vol. 3: Crown of Shadows",4.41
"Preacher, Volume 4: Ancient History",4.25
"Flow My Tears, the Policeman Said",3.93
"Betrayal in Death (In Death, #12)",4.31
Twilight Watch (Watch #3),4.11
"The Taming of the Queen (The Plantagenet and Tudor Novels, #11)",3.89
"Bright Side (Bright Side, #1)",4.42
Northern Lights,3.98
On the Street Where You Live,3.85
Survivor,3.93
Obsession,4.15
"The History of Sexuality, Volume 1: An Introduction",4.03
Saint Maybe,3.88
"Time of the Twins (Dragonlance: Legends, #1)",4.13
"The English Girl (Gabriel Allon, #13)",4.08
The Savage Detectives,4.09
Horton Hears a Who!,4.16
The Longest Day,4.31
The Girl on the Train,3.88
The Lady of Shalott,4.17
Killing Kennedy: The End of Camelot,4.05
Wayside School Gets A Little Stranger (Wayside School #3),4.18
1Q84,3.89
The Samurai's Garden,4.12
"Rebel Heart (Dust Lands, #2)",3.89
Are You My Mother?,4.16
Eiger Dreams: Ventures Among Men and Mountains,3.97
"Junie B. Jones and the  Stupid Smelly Bus (Junie B. Jones, #1)",3.9
"One Tuesday Morning (9/11, #1)",4.41
A Night to Remember,4.0
"Castle of Wizardry (The Belgariad, #4)",4.16
"Deeper Than the Dead (Oak Knoll, #1)",4.04
"Brain Rules: 12 Principles for Surviving and Thriving at Work, Home, and School",4.0
"The Serpent of Venice (The Fool, #2)",3.86
Quentins,3.88
"The Dragon Keeper (Rain Wild Chronicles, #1)",3.93
Zorba the Greek,4.1
"Desires of the Dead (The Body Finder, #2)",4.07
The Impossible Knife of Memory,3.93
Dancing Wu Li Masters: An Overview of the New Physics (Perennial Classics),4.02
"Into the Labyrinth (The Death Gate Cycle, #6)",4.09
"Gorky Park (Arkady Renko, #1)",4.04
Hard-Boiled Wonderland and the End of the World,4.15
"Tower Lord (Raven's Shadow, #2)",4.19
"Hope to Die (Alex Cross, #22)",4.14
What Got You Here Won't Get You There: How Successful People Become Even More Successful,3.94
My Grandmother Asked Me to Tell You She's Sorry,4.02
City of Thieves,4.28
"Edenbrooke (Edenbrooke, #1)",4.34
Bag of Bones,3.87
A Random Walk Down Wall Street,4.05
"Fifth Grave Past the Light (Charley Davidson, #5)",4.49
"Last Sacrifice (Vampire Academy, #6)",4.42
"Into the Gauntlet (The 39 Clues, #10)",3.99
"Fury (New Species, #1)",4.18
"W is for Wasted (Kinsey Millhone, #23)",3.86
"Persepolis 2: The Story of a Return (Persepolis, #2)",4.23
"Finding Cinderella (Hopeless, #2.5)",4.3
"Queste (Septimus Heap, #4)",4.04
"Hamlet: Screenplay, Introduction And Film Diary",4.12
Miller's Valley,3.89
"Speaking from Among the Bones (Flavia de Luce, #5)",4.17
The Dry Grass of August,3.82
"The Walking Dead, Compendium 1",4.43
"Live to Tell (Detective D.D. Warren, #4)",4.18
Pyongyang: A Journey in North Korea,3.93
Simon vs. the Homo Sapiens Agenda,4.26
The Natural Way to Draw,3.88
"Trouble in Mudbug (Ghost-in-Law, #1)",3.92
Drawing from Memory,3.81
The Romanov Prophecy,3.9
Prayers for Sale,3.83
"Only Time Will Tell (The Clifton Chronicles, #1)",4.04
Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),4.07
The Berenstain Bears and Too Much TV,4.0
"The Subtle Knife (His Dark Materials, #2)",4.1
"Mona Lisa Overdrive (Sprawl, #3)",3.97
Ungifted,4.0
"Out of Breath (Breathing, #3)",4.32
"The Mark (Left Behind, #8)",4.02
The Chaperone,3.84
The Lake House,4.04
"City of Bones (The Mortal Instruments, #1)",4.12
"Ender's Game, Volume 1: Battle School (Ender's Saga)",4.37
From Head to Toe,4.18
The Nicomachean Ethics,3.91
"Destined for an Early Grave (Night Huntress, #4)",4.34
The Brothers K,4.39
What Every Body is Saying: An Ex-FBI Agent's Guide to Speed-Reading People,3.9
Auschwitz,4.24
Where I'm Calling From: New and Selected Stories,4.42
"Stars of Fortune (The Guardians Trilogy, #1)",4.0
The Redemption of Althalus,3.82
"Flash and Bones (Temperance Brennan, #14)",3.86
Agnes and the Hitman,3.93
The Key to Midnight,3.93
"Superfudge (Fudge, #3)",3.98
"Happy Ever After (Bride Quartet, #4)",4.17
The Problem of Pain,4.12
The Problem with Forever,4.0
A Book of Five Rings: The Classic Guide to Strategy,4.09
The Partner,3.89
The Hero With a Thousand Faces,4.24
"Will Grayson, Will Grayson",3.84
The Copper Beech,3.89
"Fire Study (Study, #3)",3.95
"The Confessor (Gabriel Allon, #3)",4.14
"Pure (Covenant, #2)",4.34
Calling Me Home,4.21
P.S. I Love You,4.01
"Wolf Brother (Chronicles of Ancient Darkness, #1)",4.15
Nourishing Traditions: The Cookbook That Challenges Politically Correct Nutrition and the Diet Dictocrats,4.23
Survival in Auschwitz,4.28
"Locke & Key, Vol. 6: Alpha & Omega",4.5
"The Defector (Gabriel Allon, #9)",4.28
There's a Nightmare in My Closet,4.22
"Bloodfever (Fever, #2)",4.3
"Look Homeward, Angel",3.94
The Omnivore's Dilemma: A Natural History of Four Meals,4.17
Manga Classics: Les Misérables,4.1
Five Quarters of the Orange,3.83
The House of the Spirits,4.2
Hellblazer: Original Sins,4.1
"Miss Nelson Is Back (Miss Nelson, #2)",4.33
"Nana, Vol. 1 (Nana, #1)",4.21
Pigs in Heaven,3.97
"The Pianist: The Extraordinary Story of One Man's Survival in Warsaw, 1939–45",4.24
In the Kingdom of Ice: The Grand and Terrible Polar Voyage of the USS Jeannette,4.18
NARUTO -ナルト- 巻ノ四十三,4.57
"Eden (Providence, #3)",4.17
The Nightingale,4.54
"Kisscut (Grant County, #2)",4.12
"Angelfire (Angelfire, #1)",3.93
"The Rose & the Dagger (The Wrath & the Dawn, #2)",4.2
The Soldier's Wife,3.88
"The Hunger Games (The Hunger Games, #1)",4.34
"Deep Down (Jack Reacher, #16.5)",3.87
"Private (Private, #1)",3.88
"Private (Private, #1)",3.81
"The Diamond Throne (The Elenium, #1)",3.93
Lab Girl,4.04
"Ramona and Her Father (Ramona, #4)",4.02
Habibi,4.04
"The Secret Place (Dublin Murder Squad, #5)",3.83
Island Beneath the Sea,4.01
"Mastiff (Beka Cooper, #3)",4.24
"Eventide (Plainsong, #2)",4.16
"Martin the Warrior (Redwall, #6)",4.13
"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",4.32
All the Bright Places,4.19
Gulp: Adventures on the Alimentary Canal,3.92
The Devotion of Suspect X,4.05
Rebecca,4.2
The Murders in the Rue Morgue,3.92
The Eight (The Eight #1),3.92
"The Ironwood Tree (The Spiderwick Chronicles, #4)",3.92
The Five People You Meet in Heaven,3.9
"Blackout (Newsflesh Trilogy, #3)",4.11
The Untethered Soul: The Journey Beyond Yourself,4.27
"Soulless (Parasol Protectorate, #1)",3.91
"The Daylight War (Demon Cycle, #3)",4.23
"Reunion (Redemption, #5)",4.49
Sense and Sensibility,4.06
"Eleventh Grade Burns (The Chronicles of Vladimir Tod, #4)",4.31
Sophie's Choice,4.18
Double Whammy,3.92
Amazing Grace,4.33
"The Legend of Luke (Redwall, #12)",3.99
Danger in the Shadows (O'Malley #0.5),4.33
Peace Is Every Step: The Path of Mindfulness in Everyday Life,4.34
"Until November (Until, #1)",4.16
"American Pastoral (The American Trilogy, #1)",3.91
In the Penal Colony,4.0
Philosophical Investigations,4.23
"Love Unscripted (Love, #1)",4.04
The Mist,3.92
Fierce Invalids Home from Hot Climates,4.01
"The Lost City of Faar (Pendragon, #2)",4.16
"A Ring of Endless Light (Austin Family, #4)",4.14
"The Forever of Ella and Micha (The Secret, #2)",4.1
Sarah's Key,4.14
In the Time of the Butterflies,4.13
A Corner of the Universe,4.06
"Drowned Wednesday (The Keys to the Kingdom, #3)",3.85
Saint Anything,4.05
"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",4.34
Jamie at Home: Cook Your Way to the Good Life,4.09
"J is for Judgment (Kinsey Millhone, #10)",4.01
The Sea Wolf,4.01
The Adventures of Sherlock Holmes,4.29
"Explosive Eighteen (Stephanie Plum, #18)",3.92
"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",4.14
No Ordinary Time: Franklin and Eleanor Roosevelt: The Home Front in World War II,4.2
Between Sisters,4.0
"Do No Harm: Stories of Life, Death and Brain Surgery",4.22
"The White Queen (The Plantagenet and Tudor Novels, #2)",3.9
"Love Unrehearsed (Love, #2)",4.26
Maurice,4.02
The Alibi,4.03
"Prince of Thorns (The Broken Empire, #1)",3.87
"Locke & Key, Vol. 5: Clockworks",4.5
"Lord Brocktree (Redwall, #13)",3.95
"The Magician's Nephew (Chronicles of Narnia, #6)",4.01
"Birds of a Feather (Maisie Dobbs, #2)",3.95
The Medium is the Massage,3.95
"Once and Always (Sequels, #1)",4.21
Owl Babies,4.19
The Jungle Books,4.0
The Making of the Atomic Bomb,4.32
Reviving Ophelia: Saving the Selves of Adolescent Girls,3.86
On Becoming a Person: A Therapist's View of Psychotherapy,4.11
"Among the Brave (Shadow Children, #5)",4.14
"It's in His Kiss (Bridgertons, #7)",4.01
"The Walking Dead, Vol. 14: No Way Out",4.34
"Fables, Vol. 8: Wolves",4.28
By the Sword (Valdemar),4.24
"Midnight (Warriors: The New Prophecy, #1)",4.26
Thus Spoke Zarathustra,4.05
"Dark Guardian (Dark, #9)",4.33
Homicide: A Year on the Killing Streets,4.38
"Love in the Afternoon (The Hathaways, #5)",4.2
"The House of Hades (The Heroes of Olympus, #4)",4.54
"All-of-a-Kind Family (All-of-a-Kind Family, #1)",4.23
"White: The Great Pursuit (The Circle, #3)",4.3
What's the Matter with Kansas? How Conservatives Won the Heart of America,3.83
"Shaman King, Vol. 1: A Shaman in Tokyo",4.14
باب الخروج: رسالة علي المفعمة ببهجة غير متوقعة,3.88
"Silver Shadows (Bloodlines, #5)",4.37
"The Player of Games (Culture, #2)",4.26
"Chocolat (Chocolat, #1)",3.95
"Princeps' Fury (Codex Alera, #5)",4.35
Existentialism Is a Humanism,3.96
"The Bitter Kingdom (Fire and Thorns, #3)",4.23
The Shallows: What the Internet is Doing to Our Brains,3.85
Home Again,3.95
"The Evolution of Mara Dyer (Mara Dyer, #2)",4.33
In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,4.25
The Universe in a Nutshell,4.13
"Y: The Last Man, Vol. 3: One Small Step (Y: The Last Man, #3)",4.22
Sweeney Todd: The Demon Barber of Fleet Street,4.17
The Life List,4.08
Prisoner of My Desire,4.06
Arcadia,4.19
Art Through the Ages ,3.84
The Complete Tales and Poems,4.48
Crow Lake,3.85
"State of the Union (Scot Harvath, #3)",4.2
"Seducing Cinderella (Fighting for Love, #1)",3.94
A Year in Provence,3.94
Kisses from Katie: A Story of Relentless Love and Redemption,4.4
The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),4.11
The First World War,4.0
"Murder in Mesopotamia (Hercule Poirot, #14)",3.86
Midnight,3.81
Americanah,4.26
"Mirror Dance (Vorkosigan Saga, #8)",4.32
"Wicked (A Wicked Saga, #1)",4.08
"The Great Book of Amber (The Chronicles of Amber, #1-10)",4.31
Lilac Girls,4.31
"Terrier (Beka Cooper, #1)",4.16
Is Your Mama a Llama?,4.16
"Seduction and Snacks (Chocolate Lovers, #1)",4.14
"B is for Burglar  (Kinsey Millhone, #2)",3.83
"Midnight Alley (The Morganville Vampires, #3)",4.11
The Secret (Highlands' Lairds #1),4.26
Anna Karenina,4.02
Inés of My Soul,3.9
Journey to the End of the Night,4.25
"Kill the Dead (Sandman Slim, #2)",4.06
"Deadly Decisions (Temperance Brennan, #3)",3.93
"The Apostle (Scot Harvath, #8)",4.11
The Opposite of Loneliness: Essays and Stories,3.82
Out of Africa,3.96
"Dark Legend (Dark, #8)",4.33
"Effortless (Thoughtless, #2)",4.37
Outliers: The Story of Success,4.11
"What Remains: A Memoir of Fate, Friendship, and Love",4.16
I'll Give You the Sun,4.14
"Silent in the Grave (Lady Julia Grey, #1)",3.91
The Unexpected Mrs. Pollifax  (Mrs. Pollifax #1),4.14
"Celebrity in Death (In Death, #34)",4.28
"Thirst No. 1: The Last Vampire, Black Blood, and Red Dice (Thirst, #1)",3.82
Case Histories (Jackson Brodie #1),3.82
"Divided in Death (In Death, #18)",4.32
The Speed of Trust: The One Thing that Changes Everything,3.97
"Love Comes Softly (Love Comes Softly, #1)",4.22
My Life with the Walter Boys (My Life with the Walter Boys #1),3.93
"Vampire Academy (Vampire Academy, #1)",4.14
"The Rembrandt Affair (Gabriel Allon, #10)",4.26
"Red Rising (Red Rising, #1)",4.26
Einstein's Dreams,4.08
"Just One Day (Just One Day, #1)",4.02
"Chasing Perfect (Fool's Gold, #1)",3.89
Eva Luna,3.95
"Fables, Vol. 5: The Mean Seasons",4.19
Anne Frank: Beyond the Diary - A Photographic Remembrance,4.25
The Highly Sensitive Person: How to Thrive When the World Overwhelms You,3.87
White Oleander,3.93
Presentation Zen: Simple Ideas on Presentation Design and Delivery,4.08
CivilWarLand in Bad Decline,4.22
"The Hero of Ages (Mistborn, #3)",4.46
"The House of Silk (Sherlock Holmes, #1)",3.95
"Fatal Voyage (Temperance Brennan, #4)",4.04
The Love Song of J. Alfred Prufrock and Other Poems,4.32
"Fruits Basket, Vol. 7",4.41
If You Give a Mouse a Cookie,4.24
"Eyes of Prey (Lucas Davenport, #3)",4.18
"You Are Not So Smart: Why You Have Too Many Friends on Facebook, Why Your Memory Is Mostly Fiction, and 46 Other Ways You're Deluding Yourself",3.85
The Lowland,3.82
"Paper Girls, Vol. 1 (Paper Girls, #1)",3.87
My Life on the Road,4.08
"Shards of a Broken Crown (The Serpentwar Saga, #4)",3.99
The Portable Atheist: Essential Readings for the Nonbeliever,4.02
"Vampire Kisses: The Beginning (Vampire Kisses, #1-3)",4.12
"Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle, #1)",4.16
Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,4.2
Plan B: Further Thoughts on Faith,4.05
"Grave Dance (Alex Craft, #2)",4.11
1493: Uncovering the New World Columbus Created,4.05
A Good Man is Hard to Find and Other Stories,4.24
"Captain Underpants and the Attack of the Talking Toilets (Captain Underpants, #2)",3.99
"Lean In: Women, Work, and the Will to Lead",3.94
"Dancing in My Nuddy-Pants (Confessions of Georgia Nicolson, #4)",4.01
"Archangel's Blade (Guild Hunter, #4)",4.26
The Caves of Steel (Robot #1),4.14
Water for Elephants,4.07
"Marching Powder: A True Story of Friendship, Cocaine, and South America's Strangest Jail",4.22
"Four to Score (Stephanie Plum, #4)",4.17
The Stories of Eva Luna,3.96
300,3.93
Mine to Possess (Psy-Changeling #4),4.13
Kiss of a Demon King (Immortals After Dark #7),4.35
"Lost in Time (Blue Bloods, #6)",4.05
Baking: From My Home to Yours,4.18
"Vampireville (Vampire Kisses, #3)",3.92
"Misguided Angel (Blue Bloods, #5)",3.93
All the Names,3.88
"The Power (The Secret, #2)",4.09
A Single Shard,3.87
Capital in the Twenty-First Century,4.01
The Lions of Little Rock,4.22
"Call Me Irresistible (Wynette, Texas #5)",4.07
"The Bands of Mourning (Mistborn, #6)",4.45
"The Black Prism (Lightbringer, #1)",4.24
Joyland,3.9
"Enchanters' End Game (The Belgariad, #5)",4.17
"The Burning Bridge (Ranger's Apprentice, #2)",4.28
Dragonlance Chronicles (Dragonlance #1-3),4.21
Death by Black Hole - And Other Cosmic Quandaries,4.11
All Quiet on the Western Front,3.92
"The Immortals of Meluha (Shiva Trilogy, #1)",4.0
Strength in What Remains: A Journey of Remembrance and Forgiveness,4.01
"Ashfall (Ashfall, #1)",3.96
"Well-Schooled in Murder (Inspector Lynley, #3)",4.11
"The Complete Tales and Poems of Winnie-the-Pooh (Winnie-the-Pooh, #1-4)",4.49
Shoeless Joe,3.96
"Twilight (The Mediator, #6)",4.26
"The Quillan Games (Pendragon, #7)",4.19
The Yellow Wall-Paper,4.11
"Edge of Eternity (The Century Trilogy, #3)",4.04
"Path of Destruction (Star Wars: Darth Bane, #1)",4.25
"The Grim Grotto (A Series of Unfortunate Events, #11)",3.99
"Demon Lord of Karanda (The Malloreon, #3)",4.05
In the Skin of a Lion,3.88
Pretty Girls,3.95
A Mango-Shaped Space,4.22
The Darkest Secret (Lords of the Underworld #7),4.32
"Leaving (Bailey Flanigan, #1)",4.22
"All-Star Superman, Vol. 1",4.06
Drama,4.14
The Autumn of the Patriarch,3.84
"One Grave at a Time (Night Huntress, #6)",4.25
The Wings of the Dove,3.81
"206 Bones (Temperance Brennan, #12)",3.92
"Winter's Passage (Iron Fey, #1.5)",3.96
"The Program (The Program, #1)",4.07
"Five on a Treasure Island (Famous Five, #1)",4.06
The Creative License: Giving Yourself Permission to Be The Artist You Truly Are,3.93
"Pushing the Limits (Pushing the Limits, #1)",4.08
The Moon and Sixpence,4.11
Frédéric,4.19
Tuesdays with Morrie,4.06
"Radiance (Wraith Kings, #1)",4.12
Thomas Jefferson: The Art of Power,3.99
Hero,3.88
"Dark Prince (Dark, #1)",4.01
Bad Kitty,4.18
The Burden of Proof,4.05
"Fantasy in Death (In Death, #30)",4.25
"Scarecrow (Shane Schofield, #3)",4.21
Look Again,3.85
The Girl Who Came Home,3.83
"The Gods of Mars (Barsoom, #2)",3.86
Cat's Cradle,4.18
صانع الظلام,3.81
The Artist's Way: A Spiritual Path to Higher Creativity,3.89
Archer's Voice,4.45
Wicked - Piano/Vocal Arrangement,4.45
"The Marvelous Land of Oz (Oz, #2)",3.82
"Angels & Demons  (Robert Langdon, #1)",3.85
I Know Why the Caged Bird Sings,4.19
Calvin and Hobbes,4.61
"Polar Bear, Polar Bear, What Do You Hear?",4.16
If You Give a Pig a Pancake ,4.23
Lysistrata,3.84
"A Lot like Love (FBI/US Attorney, #2)",4.09
"Hellsing, Vol. 01 (Hellsing, #1)",4.28
"Breathe (Sea Breeze, #1)",3.88
"Unbelievable (Pretty Little Liars, #4)",4.06
The Life of Elizabeth I,4.05
The Bloody Chamber and Other Stories,4.02
"The Icebound Land (Ranger's Apprentice, #3)",4.22
"Luck in the Shadows (Nightrunner, #1)",4.08
"The Bride (Lairds' Fiancées, #1)",4.26
Babe: The Gallant Pig,4.05
god is Not Great: How Religion Poisons Everything,3.96
Essentialism: The Disciplined Pursuit of Less,3.99
Going Solo,4.04
Blackberry Winter,3.96
"The Beautiful Mystery (Chief Inspector Armand Gamache, #8)",4.18
An Instance of the Fingerpost,3.93
Henry V,3.87
Dark Star Safari: Overland from Cairo to Cape Town,3.96
"These Happy Golden Years (Little House, #8)",4.17
Smoke and Mirrors: Short Fiction and Illusions,4.05
"Wild Ones, Vol. 1 (Wild Ones, #1)",4.03
"Gone (Gone, #1)",3.85
Nightfall,4.01
"The Neutronium Alchemist (Night's Dawn, #2)",4.25
"Domes of Fire (The Tamuli, #1)",3.98
The New Best Recipe,4.2
Walk Two Moons,3.95
The Argonauts,3.99
Behind Closed Doors,3.93
Touching the Void: The True Story of One Man's Miraculous Survival,4.2
"Czas pogardy (Saga o Wiedźminie, #4)",4.32
Foundation and Empire (Foundation #2),4.2
"An Incomplete Revenge (Maisie Dobbs, #5)",4.09
The Goldfinch,3.87
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15
National Velvet,4.09
"Endure (Need, #4)",4.08
"The Reality Dysfunction (Night's Dawn, #1)",4.14
"Lady Luck (Colorado Mountain, #3)",4.44
The Story of Ferdinand,4.35
"From Russia With Love (James Bond, #5)",3.88
The Analyst,4.12
Ayat-Ayat Cinta,3.81
"My Lady Jane (The Lady Janies, #1)",4.12
"Farmer Boy (Little House, #3)",4.05
"Sempre (Sempre, #1)",4.21
Stardust,4.07
Way Station,4.03
"Harry Potter Boxed Set, Books 1-5 (Harry Potter, #1-5)",4.77
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",3.85
"Déjà Dead (Temperance Brennan, #1)",3.86
"Talking as Fast as I Can: From Gilmore Girls to Gilmore Girls, and Everything in Between",4.04
The Known World,3.82
A Beautiful Mind,4.12
"The Fallen Angel (Gabriel Allon, #12)",4.17
"Tall, Tatted and Tempting (The Reed Brothers, #1)",4.23
"Tiger's Destiny (The Tiger Saga, #4)",4.41
